================= Elementos Regalos ===================

Colección de ebooks para Kindle/Tablets/Celulares
Listado completo (Colección completa. Para ver el listado de la colección de 3000 ebooks ir al final del archivo)
Fecha: 23/02/2017
Total: 28.000 titulos (Actualizamos todas las semanas)
Consultas: elementosregalos@gmail.com

=======================================================

autor	titulo
Bernard Cornwell	Azincourt
Bernard Cornwell	Sharpe a la conquista de Francia
Bernard Cornwell	Uhtred, el pagano
Bernard Cornwell	Sharpe y el tigre de Bengala
Bernard Cornwell	El triunfo de Sharpe
Bernard Cornwell	Sharpe y la fortaleza india
Bernard Cornwell	La venganza de Sharpe
Bernard Cornwell	Sharpe en Waterloo
Bernard Cornwell	Northumbria, el último reino
Bernard Cornwell	Svein, el del caballo blanco
Bernard Cornwell	Los señores del norte
Bernard Cornwell	El fuerte
Bernard Cornwell	El trono vacante
Bernard Cornwell	The Flame Bearer
Bernard Cornwell	La fuga de Sharpe
Bernard Cornwell	Los estragos de Sharpe
Bernard Cornwell	La batalla de Sharpe
Bernard Cornwell	Sharpe en Trafalgar
Bernard Cornwell	Sharpe y el águila del imperio
Bernard Cornwell	El enemigo de Dios
Bernard Cornwell	Sharpe y el oro de los españoles
Bernard Cornwell	The Last Kingdom
Bernard Cornwell	La canción de la espada
Bernard Cornwell	La tierra en llamas
Bernard Cornwell	Muerte de reyes
Bernard Cornwell	Le dernier royaume
Bernard Cornwell	The Empty Throne
Bernard Cornwell	The Pagan Lord
Bernard Cornwell	Death of Kings
Bernard Cornwell	The Burning Land
Bernard Cornwell	Sword Song
Bernard Cornwell	Lords of the North
Bernard Cornwell	The Pale Horseman
Bernard Cornwell	Le quatrième Cavalier
Bernard Cornwell	Les Seigneurs du Nord
Bernard Cornwell	Le chant de l’épée
Bernard Cornwell	Sharpe y sus fusileros
Bernard Cornwell	1356
Bernard Cornwell	Sharpe y la campaña de Salamanca
Bernard Cornwell	Excalibur
Bernard Cornwell	El ladrón de la horca
Bernard Cornwell	El rey del invierno
Bernard Cornwell	Sharpe y su peor enemigo
Bernard Cornwell	Sharpe y la batalla de Vitoria
Bernard Cornwell	Sharpe y su regimiento
Bernard Cornwell	La furia de Sharpe
Bernard Cornwell	Arqueros del rey
Bernard Cornwell	La batalla del Grial
Bernard Cornwell	El sitio de Calais
Bernard Goorden	Lo mejor de la ciencia ficción latinoamericana
Bernard Lenteric	The prodigies. La noche de los niños prodigio
Bernard Malamud	El dependiente
Bernard Malamud	El mejor
Bernard Malamud	El hombre de Kiev
Bernard Malamud	The Assistant
Bernard Malamud	Las vidas de Dubin
Bernard Manin	Los principios del gobierno representativo
Bernard Minier	Bajo el hielo
Bernard Minier	El círculo
Bernard Minier	No apagues la luz
Bernard Simonay	La tumba del Nilo
Bernard Simonay	El arquitecto del Faraón
Bernard Simonay	El templo de Horus
Bernard Werber	El día de las hormigas
Bernard Werber	Las hormigas
Bernard Wolfe	Limbo
Bernard-Henri Lévy	La barbarie con rostro humano
Bernardo Atxaga	Historias de Obaba
Bernardo Atxaga	Un espía llamado Sara
Bernardo Atxaga	El hijo del acordeonista
Bernardo Atxaga	El hombre solo
Bernardo Atxaga	Siete casas en Francia
Bernardo Atxaga	Memorias de una vaca
Bernardo Atxaga	Obabakoak
Bernardo Atxaga	Días de Nevada
Bernardo Fernández	Tiempo de alacranes
Bernardo Ruiz Segura	El mejor más allá
Bernardo Stamateas	Más gente tóxica
Bernardo Stamateas	Autoboicot
Bernardo Stamateas	Gente tóxica
Bernardo Stamateas	Emociones tóxicas
Bernardo Stamateas	Quiero un cambio
Bernardo Ticli	Las hierbas medicinales de mayor eficacia
Bernat Etxepare	Linguæ Vasconum Primitiæ [es]
Bernat Etxepare	Linguæ Vasconum Primitiæ [eu]
Bernd Ingmar Gutberlet	Las 50 grandes mentiras de la Historia
Bernhard Aichner	La dama de los muertos
Bernhard Rogge	Bajo diez banderas
Bernhard Schlink	El lector
Bernhard Schlink	El fin de semana
Bernhard Schlink	Mentiras de verano
Bernhard Schlink	Mujer bajando una escalera
Bernhard Schlink	Amores en fuga
Bernie Glassman	El cercle infinit
Bernie Sirelson	Five Magical Piano Practice Techniques
Berta Serra Manzanares	Los ojos del huracán
Berta Vias Mahou	Venían a buscarlo a él
Bertha von Suttner	¡Abajo las armas!
Berto Romero	En ocasiones veo pelis
Bertolt Brecht	Relatos 1913-1927
Bertolt Brecht	Relatos 1927-1949
Bertolt Brecht	Historias de almanaque
Bertolt Brecht	Antígona
Bertolt Brecht	La novel·la de tres rals
Bertolt Brecht	Los negocios del señor Julio César
Bertolt Brecht	Poemas y canciones
Bertolt Brecht	Terror y miseria del Tercer Reich
Bertram Chandler	Cita en un mundo perdido
Bertrand de Jouvenel	Sobre el poder
Bertrand de Jouvenel	La ética de la redistribución
Bertrand Lan	El juramento
Bertrand Russell	Misticismo y Lógica
Bertrand Russell	Por qué no soy cristiano
Bertrand Russell	La perspectiva científica
Bertrand Russell	Los caminos de la libertad: el socialismo, el anarquismo y el sindicalismo
Bertrand Russell	Historia de la filosofía occidental
Bertrand Russell	Los problemas de la filosofía
Bertrand Russell	Elogio de la ociosidad
Bertrand Russell	La conquista de la felicidad
Bertrand Russell	Fundamentos de filosofía
Bertrand Russell	Pesadillas de personas eminentes
Beryl Bainbridge	La excursión de la fábrica de botellas
Beryl Bainbridge	El narcisista
Beryl Bainbridge	El joven Adolfo
Beryl Bainbridge	La cena de los infieles
Beryl Bainbridge	Lo ha dicho Harriet
Beth Kery	Porque eres mía
Beth Kery	Porque nos amamos
Beth Kery	Cuando estoy contigo
Beth Revis	Despierta
Beth Revis	Tan cerca
Beth Revis	Dos soles
Betina González	Las poseídas
Betty Dodson	Sexo para uno
Betty Edwards	Aprender a dibujar
Betty Mahmoody	No sin mi hija
Betty Mahmoody	No sin mi hija 2
Betty Smith	Un árbol crece en Brooklyn
Beverley Nichols	Asesinato por encargo
Beverly Barton	Sanctuary
Biel Mesquida	Vert
Bill Bridges	Contemplaestrellas
Bill Bridges	La última batalla
Bill Bridges	Roehuesos
Bill Bridges	Wendigo
Bill Bryson	Neither here Nor there. Travels in Europe
Bill Bryson	En casa. Una breve historia de la vida privada
Bill Bryson	Una breve historia de casi todo
Bill Bryson	Notes from a Small Island
Bill Bryson	En las antípodas
Bill Bryson	Shakespeare
Bill Evans	Categoría 7
Bill Lancaster	The thing
Bill O’Reilly	Matar a Lincoln
Bill O’Reilly	Matar a Kennedy
Bill S. Ballinger	Retrat en fum
Bill S. Ballinger	El diente y la uña
Bill S. Ballinger	La mujer del pelirrojo
Bill Sloan	Después de Pearl Harbor
Bill Sloan	Okinawa
Bill Stair	Zardoz
Billie Holiday	Lady Sings the Blues
Billy Hayes	Expreso de medianoche
Birgit Vanderbeke	Tiempos de paz
Birgit Vanderbeke	Alberta tiene un amante
Bjarne Reuter	El embustero de Umbría
Björnstjerne Björnson	Un muchacho de buen temple
Blaine Harden	Evasi
Blaine Lee Pardoe	La Ruta del Éxodo
Blaise Cendrars	La parcelación del cielo
Blaise Cendrars	Antolog
Blaise Pascal	Pensamientos
Blake Crouch	Dark Matter
Blake Crouch	Wayward Pines. El paraíso
Blake Crouch	Pines
Blanca Álvarez González	Los tres secretos del samurái
Blanca Álvarez González	El curso en que me enamoré de ti
Blanca Busquets	Tren a Puigcerd
Blanca Busquets	La casa del silenci
Blanca Miosi	La búsqueda
Blanca Miosi	El legado
Blanca Miosi	El secreto
Blanca Miosi	El coleccionista
Blanco Corredoira	Añoranza de guerra
Blas de Otero	Con la inmensa mayoría
Blas de Otero	Obra completa (1935 - 1977)
Blas de Otero	Ancia
Blas Malo	El señor de Castilla
Blas Ruiz Grau	La verdad os hará libres
Blas Ruiz Grau	La profecía de los pecadores
Blue Jeans	Conociendo a Raúl
Blue Jeans	Algo tan sencillo como darte un beso
Blue Jeans	¿Sabes que te quiero?
Blue Jeans	Cállame con un beso
Blue Jeans	Canciones para Paula
Blue Jeans	Tengo un secreto: el diario de Meri
Blue Jeans	Algo tan sencillo como tuitear te quiero
Blue Jeans	¡Buenos días, Princesa!
Blue Jeans	¿Puedo soñar contigo?
Blue Jeans	No sonrías que me enamoro
Bob Dylan	Crónicas. Volumen I
Bob Fingerman	Paria Z
Bob Flesh	Todo empieza en Nueva York
Bob Flesh	Vacaciones en el mar
Bob Harris	Beyond Caprica
Bob Proehl	A Hundred Thousand Worlds
Bob Shaw	Los mundos fugitivos
Bob Shaw	Otros días, otros ojos
Bob Shaw	El palacio de la eternidad
Bob Shaw	Una guirnalda de estrellas
Bob Shaw	Periplo nocturno
Bob Shaw	Los astronautas harapientos
Bob Shaw	Las astronaves de madera
Bob Torres	Por encima de su cadáver
Bobbi Smith	El Vikingo
Bobby Henderson	El Evangelio del Monstruo de Espagueti Volador
Bohumil Hrabal	Una soledad demasiado ruidosa
Bohumil Hrabal	Yo serví al rey de Inglaterra
Bohumil Hrabal	Una solitud massa sorollosa
Bohumil Hrabal	Clases de baile para mayores
Bohumil Hrabal	Trenes rigurosamente vigilados
Booth Tarkington	El cuarto mandamiento
Bor	El doctor Givago
Börge Hellström	Celda número 8
Boris Akunin	El ángel caído
Boris Akunin	El gambito turco
Boris Cyrulnik	Sálvate, la vida te espera
Boris Izaguirre	Dos monstruos juntos
Boris Izaguirre	Verdades alteradas
Boris Izaguirre	Un jardín al norte
Boris Izaguirre	Villa Diamante
Borís Pasternak	Doctor Zhivago
Borís Sávinkov	El caballo amarillo
Boris Strugatsky	Roadside Picnic
Boris Strugatsky	Relatos de ciencia ficción soviética
Boris Vian	El arrancacorazones
Boris Vian	El lobo hombre y otros cuentos
Boris Vian	Todos los muertos tienen la misma piel
Boris Vian	Escritos pornográficos
Boris Vian	Escritos de jazz
Boris Vian	Escupiré sobre vuestra tumba
Boris Vian	Con las mujeres no hay manera
Boris Vian	La hierba roja
Boris Vian	L
Boris Vian	A tiro limpio
Boris Vian	No me gustaría palmarla
Boris Vian	El otoño en Pekín
Boris Vian	Las hormigas
Boris Vian	Escopiré sobre les vostres tombes
Boris Vian	La espuma de los días
Boris Vian	Que se mueran los feos
Borja Baguny	Defensa pr
Borja Cabrero Daunert	La Agencia
Borja de Riquer	Anar de deb
Borja Martínez-Echevarría	El bufete
Borja Pelegero Alcaide	Breve historia de Gengis Kan
Boyd Morrison	El arca
Boyd Morrison	La bóveda
Brad Ferguson	Una bandera tachonada de estrellas
Brad Meltzer	Los millonarios
Brad Meltzer	Empate a muerte
Brad Meltzer	El juego del cero
Brad Meltzer	El libro del destino
Brad Meltzer	Los pasadizos del poder
Brad Meltzer	El décimo juez
Brad Thor	El primer mandamiento
Brad Thor	Misión Cervantes
Bram Stoker	Drácula ANOTADO
Bram Stoker	Dràcula
Bram Stoker	La dama del sudario
Bram Stoker	Dracula unearthed
Bram Stoker	Drácula (ilustrado)
Bram Stoker	Muerte entre bastidores y otros cuentos macabros
Bram Stoker	El huésped de Drácula
Bram Stoker	Drácula (trad. Molina Foix)
Bram Stoker	Drácula
Bram Stoker	La joya de las siete estrellas
Bram Stoker	Drácula (trad. Mario Montalbán)
Bram Stoker	Drácula (Valdemar)
Brandon Mull	Guardianes de los cristales
Brandon Mull	Fablehaven
Brandon Mull	La ascensión del lucero de la tarde
Brandon Mull	La plaga de la sombra
Brandon Mull	Las llaves de la prisión de los demonios
Brandon Mull	Los secretos de la reserva de dragones
Brandon Mull	Invasores del Cielo
Brandon Mull	El caballero solitario
Brandon Sanderson	Firefight
Brandon Sanderson	Legión y El alma del emperador
Brandon Sanderson	El Imperio Final
Brandon Sanderson	El Pozo de la Ascensión
Brandon Sanderson	El Héroe de las Eras
Brandon Sanderson	Alcatraz versus the Evil Librarians
Brandon Sanderson	Alcatraz versus the Scrivener’s Bones
Brandon Sanderson	Alcatraz versus the Knights of Crystallia
Brandon Sanderson	Alcatraz versus the Shattered Lens
Brandon Sanderson	Elantris. Edición X Aniversario y definitiva del autor
Brandon Sanderson	La espada infinita. El despertar
Brandon Sanderson	El Rithmatista
Brandon Sanderson	Elantris
Brandon Sanderson	El aliento de los dioses
Brandon Sanderson	El camino de los reyes
Brandon Sanderson	Aleación de ley
Brandon Sanderson	La espada infinita. Redención
Brandon Sanderson	Firstborn
Brandon Sanderson	Perfect State
Brandon Sanderson	Los huesos del escriba
Brandon Sanderson	Palabras radiantes
Brandon Sanderson	Alcatraz contra los bibliotecarios malvados
Brandon Sanderson	Steelheart
Brandy Manhattan	Ligar es como montar en bici
Braulio Foz  y Burges	Vida de Pedro Saputo
Brenda H. Lewis	Mai tornarem a ser les mateixes
Brenda Rickman Vantrease	El maestro iluminador
Brenda Rickman Vantrease	La comerciante de libros
Brenda Rickman Vantrease	La librera y el hereje
Brenna Yovanoff	El sustituto
Brent Weeks	Sombra perfecta
Brent Weeks	El ojo fragmentado
Brent Weeks	El Camino de las Sombras
Brent Weeks	Al filo de las Sombras
Brent Weeks	Más Allá de las Sombras
Brent Weeks	El prisma negro
Brent Weeks	La daga de la ceguera
Bret Easton Ellis	American Psycho
Bret Easton Ellis	Menos que cero
Bret Easton Ellis	Suites imperiales
Bret Easton Ellis	Lunar park
Bret Easton Ellis	Los confidentes
Bret Easton Ellis	Las leyes de la atracción
Bret Easton Ellis	Glamourama
Bret Harte	Bocetos californianos
Brian Campbell	Historia de Roma
Brian Cox	¿Por qué E=mc²?
Brian Cox	El universo cuántico
Brian Craig	El vino de los sueños
Brian Freeman	La muerte roja
Brian Freeman	La huella del mal
Brian Freeman	Sin memoria
Brian Freeman	Ruinas
Brian Freeman	Venganza
Brian Freeman	Acosada
Brian Freeman	Caso abierto
Brian Freeman	Tierra de sepultura
Brian Freeman	Marcado a fuego
Brian Freeman	Inmoral
Brian Freeman	Bajo sospecha
Brian Freeman	El verano del candidato
Brian Freeman	Adiós a los muertos
Brian Greene	El universo elegante
Brian Greene	La realidad oculta
Brian Herbert	Paul of Dune
Brian Herbert	Paul le Prophète
Brian Herbert	The Winds of Dune
Brian Herbert	Le souffle de Dune
Brian Herbert	Navigators of Dune
Brian Herbert	La communauté des Soeurs
Brian Herbert	Les Mentats de Dune
Brian Herbert	Hellhole
Brian Herbert	Cazadores de Dune
Brian Herbert	Mentats of Dune
Brian Herbert	Gusanos de arena de Dune
Brian Herbert	Sisterhood of Dune
Brian Herbert	La batalla de Corrin
Brian Herbert	La Casa Atreides
Brian Herbert	La Casa Harkonnen
Brian Herbert	La cruzada de las máquinas
Brian Herbert	La Yihad Butleriana
Brian Herbert	La Casa Corrino
Brian Hinton	Van Morrison
Brian Keene	Terminal
Brian Keene	La ciudad de los muertos
Brian Keene	El alzamiento
Brian Lumley	Los que acechan en el abismo
Brian Lumley	El que habla con los muertos
Brian Lumley	Vampiros
Brian Lumley	El origen del mal
Brian Lumley	El lenguaje de los muertos
Brian Lumley	Engendro de la muerte
Brian Lumley	Demogorgo
Brian McGilloway	La niña del bosque
Brian McGreevy	Hemlock Grove
Brian Selznick	La invención de Hugo Cabret
Brian Sibley	Al oeste de las montañas, al este del mar
Brian Stableford	La sombra errante
Brian W. Aldiss	Drácula desencadenado
Brian W. Aldiss	Heliconia Verano
Brian W. Aldiss	Heliconia Invierno
Brian W. Aldiss	Un mundo devastado
Brian W. Aldiss	El momento del eclipse
Brian W. Aldiss	Bang, Bang y Donde las líneas convergen
Brian W. Aldiss	Los oscuros años luz
Brian W. Aldiss	Los superjuguetes duran todo el verano y otras historias del futuro
Brian W. Aldiss	La estrella imposible
Brian W. Aldiss	El árbol de saliva
Brian W. Aldiss	Viatge sense final
Brian W. Aldiss	La bóveda del tiempo
Brian W. Aldiss	Ansia primaria
Brian W. Aldiss	Espacio, tiempo y Nataniel
Brian W. Aldiss	Frankenstein desencadenado
Brian W. Aldiss	Barbagrís
Brian W. Aldiss	Heliconia Primavera
Brian W. Aldiss	Criptozoico
Brian W. Aldiss	La otra isla del doctor Moreau
Brian W. Aldiss	El tapiz de Malacia
Brian W. Aldiss	A cabeza descalza
Brian W. Aldiss	Invernáculo
Brian W. Aldiss	Non-Stop
Brian W. Aldiss	Enemigos del sistema
Brian W. Aldiss	La nave estelar
Brian W. Aldiss	Galaxias como granos de arena
Brian Weiss	Muchas vidas, muchos maestros
Brian Weiss	Lazos de amor
Brigitte Vasallo	PornoBurka
Brittany Geragotelis	Cosas de brujas
Brittany Geragotelis	Los hechizos de Brooklyn
Bronisław Malinowski	Los argonautas del pacífico occidental
Bruce Alexander	El juez ciego
Bruce Alexander	La matanza de Grub Street
Bruce Alexander	Sórdido honor
Bruce Alexander	El misterio de las prostitutas asesinadas
Bruce Bethke	Maverick
Bruce Boston	El guardián de almas
Bruce Chatwin	En la Patagonia
Bruce DeSilva	El pirómano
Bruce Rosenblum	El enigma cu
Bruce Springsteen	Born to run
Bruce Sterling	Crystal Express
Bruce Sterling	Islas en la red
Bruce Sterling	Cismatrix
Bruce Sterling	Distracción
Bruce Sterling	El chico artificial
Bruno Bauer	La cuestión judía
Bruno Bettelheim	Psicoanálisis de los Cuentos de Hadas
Bruno Carde	Triple A
Bruno Carde	Un mundo (in)feliz
Bruno Carde	El d
Bruno Latour	Cogitamus
Bruno Leoni	La libertad y la ley
Bruno Nievas	Holocausto Manhattan
Bruno Nievas	Lo que el hielo atrapa
Bruno Nievas	Realidad aumentada
Bruno Schulz	La calle de los cocodrilos
Bruno Schulz	Obra completa
Brunonia Barry	La lectora de secretos
Bryan Cranston	A Life in Parts
Bryan Sykes	Las siete hijas de Eva
Bryce Courtenay	The power of one
Budd Schulberg	Más dura será la caída
Burnett Bolloten	El gran engaño
Burrhus Frederic Skinner	Walden Dos
Burton Hare	La noche de los lobos
Burton Hare	El cementerio viviente
Burton Hare	El ojo del Infierno
Burton Hare	El embrujo de Satán
Burton Hare	Yo, el Diablo
Burton Hare	Sinfonía macabra
Burton Hare	¡Matad, muertos, matad!
Burton Hare	Herencia de terror
Burton Hare	Más allá de la locura
Burton Hare	El horror sin nombre
Burton Hare	La leyenda negra
Burton Hare	Sangre roja, sangre muerta
Burton Hare	Estigma de horror
Burton Hare	El jardín del Diablo
Burton Hare	Los dientes del perro
Burton Hare	El dueño del Infierno
Byron Katie	Amar lo que es
Byron Preiss	El último dragón
Byung-Chul Han	Filosofía del budismo Zen
Byung-Chul Han	La salvación de lo bello
Byung-Chul Han	La sociedad de la transparencia
Byung-Chul Han	El aroma del tiempo
Byung-Chul Han	Topología de la violencia
Byung-Chul Han	En el enjambre
Byung-Chul Han	La agonía del eros
Byung-Chul Han	La sociedad del cansancio
Byung-Chul Han	Psicopolítica
C	El fuego del cielo
C	Las conversaciones
C	Una novela china
C	C
C	Yo era una mujer casada
C	Copi
C	Cumplea
C	El holocausto
C	El m
C	El tilo
C	Donde la eternidad envejece
C	Embalse
C	Fragmentos de un diario en los Alpes
C	La cena
C	La confesi
C	Capitalismo canalla: una historia personal del capitalismo a trav
C	La costurera y el viento
C. C. Humphreys	Vlad. The Last Confession
C. C. Humphreys	Vlad. La última confesión del conde Drácula
C. E. Feiling	El mal menor
C. J. Cherryh	Paladín
